bbl,address,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,roof_area_m2,lat,lon
1003040031,83 CHRYSTIE STREET,50.74332259857119,62820.23337703113,172.11022843022226,186.73542716274198,253.71661299285594,298.4901329327717,40.71745056627169,-73.9945335916364
1002050004,106 MULBERRY STREET,53.002763811160804,65617.42159821707,179.77375780333443,195.05017082507175,265.013819055804,311.7809635950635,40.7173384794859,-73.99817356168263
1002060004,119 BAXTER STREET,32.07170623342286,39704.7723169775,108.78019812870548,118.02387893899612,160.35853116711428,188.6570954907227,40.717924708763945,-73.99887261907938
1002060004,119 BAXTER STREET,32.07170623342286,39704.7723169775,108.78019812870548,118.02387893899612,160.35853116711428,188.6570954907227,40.717924708763945,-73.99887261907938
1002050023,111 MOTT STREET,27.37024334330302,33884.361259009136,92.83386646303873,100.7224955033551,136.8512167165151,161.00143143119422,40.71761518744436,-73.99753052862287
1002060004,119 BAXTER STREET,32.07170623342286,39704.7723169775,108.78019812870548,118.02387893899612,160.35853116711428,188.6570954907227,40.71785858263795,-73.99868542268499
1002060004,119 BAXTER STREET,32.07170623342286,39704.7723169775,108.78019812870548,118.02387893899612,160.35853116711428,188.6570954907227,40.71785858263795,-73.99868542268499
1002380040,173 HESTER STREET,69.72894129141312,86324.42931876944,236.50528580484777,256.6025039524003,348.6447064570656,410.1702428906654,40.718007352509616,-73.99684224722509
1002370029,121 MOTT STREET,39.0412670663777,48333.08862817559,132.4194208991112,143.67186280426992,195.20633533188848,229.65451215516293,40.71805370064573,-73.99720982530246
1002370028,123 MOTT STREET,33.49374027632643,41465.25046209212,113.60342592354004,123.25696421688124,167.46870138163214,197.02200162544958,40.718180381321424,-73.99711539746899
1002050018,174 HESTER STREET,27.587048036510062,34152.765469199454,93.56922046356014,101.52033677435702,137.9352401825503,162.27675315594155,40.71786931634719,-73.99765610724583
1002030015,58 ELIZABETH STREET,58.2365081762137,72096.79712215255,197.52547156754125,214.3103500884664,291.18254088106846,342.5676951541982,40.717339043478994,-73.99628298115677
1002030015,58 ELIZABETH STREET,58.2365081762137,72096.79712215255,197.52547156754125,214.3103500884664,291.18254088106846,342.5676951541982,40.717339043478994,-73.99628298115677
1002030015,58 ELIZABETH STREET,58.2365081762137,72096.79712215255,197.52547156754125,214.3103500884664,291.18254088106846,342.5676951541982,40.71742935875571,-73.99620445853829
1002030015,58 ELIZABETH STREET,58.2365081762137,72096.79712215255,197.52547156754125,214.3103500884664,291.18254088106846,342.5676951541982,40.71742935875571,-73.99620445853829
1003040030,85 CHRYSTIE STREET,29.61270999827974,36660.53497787032,100.43982185717896,108.97477279366944,148.0635499913987,174.19241175458671,40.71754693960447,-73.99448221904426
1003040029,87 CHRYSTIE STREET,27.603962940993757,34173.70612095027,93.62659211219253,101.58258362285703,138.01981470496878,162.3762525940809,40.71760738651861,-73.99446521148612
1002390008,84 ELIZABETH STREET,27.140519151447645,33599.96270949218,92.0546923547731,99.87711047732734,135.7025957572382,159.65011265557436,40.71806007101925,-73.9957995549261
1002390010,88 ELIZABETH STREET,26.171661990434924,32400.517544158436,88.76854121687242,96.31171612480051,130.8583099521746,153.95095288491132,40.718187356578355,-73.99573354552932
1002380004,124 MOTT STREET,51.012553102284265,63153.54074062792,173.02339928939156,187.72619541640609,255.0627655114213,300.0738417781427,40.71823807403387,-73.99663709024205
1002380027,83 ELIZABETH STREET,54.155620222980225,67044.65783604952,183.68399407136855,199.29268242056722,270.7781011149011,318.5624718998837,40.71814343859633,-73.99625400469847
